754.7647 ; 676.00 ; 784.59 ; 85.00 ; 
770.8235 ; 674.00 ; 782.43 ; 85.00 ; 
786.8824 ; 692.00 ; 801.85 ; 85.00 ; 
802.9412 ; 705.00 ; 815.87 ; 85.00 ; 
819.0000 ; 716.00 ; 827.71 ; 85.00 ; 
835.0588 ; 734.00 ; 847.08 ; 85.00 ; 
851.1176 ; 739.00 ; 852.45 ; 85.00 ; 
867.1765 ; 760.00 ; 875.00 ; 85.00 ; 
883.2353 ; 773.00 ; 888.95 ; 85.00 ; 
899.2941 ; 788.00 ; 905.02 ; 85.00 ; 
915.3529 ; 810.00 ; 928.57 ; 85.00 ; 
931.4118 ; 816.00 ; 934.99 ; 85.00 ; 
947.4706 ; 835.00 ; 955.30 ; 85.00 ; 
963.5294 ; 848.00 ; 969.19 ; 85.00 ; 
979.5882 ; 864.00 ; 986.27 ; 85.00 ; 
995.6471 ; 876.00 ; 999.07 ; 85.00 ; 
1011.7059 ; 899.00 ; 1023.59 ; 85.00 ; 
1027.7647 ; 899.00 ; 1023.59 ; 85.00 ; 
1043.8235 ; 913.00 ; 1038.50 ; 85.00 ; 
1059.8824 ; 927.00 ; 1053.41 ; 85.00 ; 
1075.9412 ; 944.00 ; 1071.50 ; 85.00 ; 
1092.0000 ; 960.00 ; 1088.52 ; 85.00 ; 
1108.0588 ; 975.00 ; 1104.47 ; 86.00 ; 
1124.1176 ; 991.00 ; 1121.48 ; 85.00 ; 
1140.1765 ; 1019.00 ; 1151.22 ; 85.00 ; 
1156.2353 ; 1015.00 ; 1146.97 ; 85.00 ; 
1172.2941 ; 1033.00 ; 1166.09 ; 85.00 ; 
1188.3529 ; 1048.00 ; 1182.02 ; 85.00 ; 
1204.4118 ; 1072.00 ; 1207.49 ; 85.00 ; 
1220.4706 ; 1079.00 ; 1214.92 ; 85.00 ; 
1236.5294 ; 1098.00 ; 1235.09 ; 85.00 ; 
1252.5882 ; 1108.00 ; 1245.70 ; 85.00 ; 
1268.6471 ; 1125.00 ; 1263.74 ; 85.00 ; 
1284.7059 ; 1138.00 ; 1277.53 ; 85.00 ; 
1300.7647 ; 1156.00 ; 1296.63 ; 85.00 ; 
1316.8235 ; 1168.00 ; 1309.36 ; 85.00 ; 
1332.8824 ; 1184.00 ; 1326.34 ; 85.00 ; 
1348.9412 ; 1198.00 ; 1341.20 ; 85.00 ; 
1365.0000 ; 1218.00 ; 1362.43 ; 84.00 ; 
1381.0588 ; 1232.00 ; 1377.29 ; 85.00 ; 
1397.1176 ; 1240.00 ; 1385.78 ; 85.00 ; 
1413.1765 ; 1256.00 ; 1402.77 ; 85.00 ; 
1429.2353 ; 1265.00 ; 1412.32 ; 85.00 ; 
1445.2941 ; 1285.00 ; 1433.56 ; 85.00 ; 
1461.3529 ; 1305.00 ; 1454.81 ; 85.00 ; 
1477.4118 ; 1317.00 ; 1467.56 ; 85.00 ; 
1493.4706 ; 1326.00 ; 1477.13 ; 85.00 ; 
1509.5294 ; 1353.00 ; 1505.83 ; 85.00 ; 
1525.5882 ; 1372.00 ; 1526.04 ; 85.00 ; 
1541.6471 ; 1378.00 ; 1532.43 ; 85.00 ; 
1557.7059 ; 1398.00 ; 1553.71 ; 85.00 ; 
1573.7647 ; 1414.00 ; 1570.74 ; 85.00 ; 
1589.8235 ; 1428.00 ; 1585.65 ; 85.00 ; 
1605.8824 ; 1435.00 ; 1593.11 ; 85.00 ; 
1621.9412 ; 1460.00 ; 1619.75 ; 85.00 ; 
1638.0000 ; 1453.00 ; 1612.29 ; 85.00 ; 
1654.0588 ; 1481.00 ; 1642.14 ; 85.00 ; 
1670.1176 ; 1497.00 ; 1659.21 ; 85.00 ; 
1686.1765 ; 1517.00 ; 1680.55 ; 86.00 ; 
1702.2353 ; 1525.00 ; 1689.09 ; 86.00 ; 
1718.2941 ; 1531.00 ; 1695.50 ; 85.00 ; 
1734.3529 ; 1566.00 ; 1732.89 ; 85.00 ; 
1750.4118 ; 1584.00 ; 1752.13 ; 85.00 ; 
1766.4706 ; 1591.00 ; 1759.62 ; 86.00 ; 
